Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Frequently,691,Human Resources,23,1,Human Resources,1,141,1,Female,60,1,2,Manager,4,Single,14313,3809,6,Y,No,21,4,2,80,2,33,6,3,11,0,9,6
31,No,Travel_Frequently,873,Sales,15,2,Medical,1,142,4,Female,62,3,4,Sales Representative,3,Married,11647,16533,6,Y,No,12,3,1,80,0,39,0,3,22,7,3,2
23,No,Non-Travel,1366,Research & Development,17,4,Medical,1,143,3,Female,89,4,4,Research Director,1,Married,3258,23723,6,Y,No,12,3,1,80,2,23,5,4,16,9,0,4
54,No,Travel_Rarely,841,Sales,21,3,Marketing,1,144,3,Male,70,3,5,Sales Executive,4,Divorced,11714,3663,0,Y,No,17,3,3,80,3,17,2,1,6,14,0,2
49,Yes,Travel_Frequently,776,Sales,18,1,Human Resources,1,145,4,Female,75,2,4,Sales Executive,2,Divorced,10383,19154,4,Y,Yes,20,3,2,80,1,29,5,2,23,1,8,14
20,No,Travel_Rarely,1361,Sales,6,2,Other,1,146,3,Male,78,2,4,Sales Executive,1,Single,9127,15326,0,Y,No,17,3,4,80,2,0,3,1,6,11,0,5
20,No,Travel_Rarely,1115,Research & Development,23,2,Other,1,147,2,Male,94,3,1,Laboratory Technician,1,Divorced,3560,12119,6,Y,No,14,3,1,80,0,22,3,2,28,9,6,14
39,No,Travel_Frequently,229,Research & Development,14,1,Other,1,148,3,Male,71,2,4,Research Director,2,Single,13559,16699,7,Y,No,24,3,4,80,2,28,4,4,27,11,10,2
39,No,Travel_Frequently,604,Sales,23,4,Human Resources,1,149,2,Male,52,2,3,Sales Representative,1,Married,3223,4607,6,Y,No,14,4,2,80,0,31,6,4,22,8,11,0
27,No,Travel_Rarely,1325,Sales,3,3,Marketing,1,150,1,Male,56,1,5,Sales Representative,2,Single,9543,11086,0,Y,No,14,3,2,80,3,1,3,4,9,7,11,1
20,Yes,Travel_Rarely,1003,Human Resources,7,2,Marketing,1,151,1,Female,61,4,5,Manager,3,Single,18110,11427,2,Y,Yes,21,3,1,80,1,35,2,4,15,1,11,3
29,No,Travel_Rarely,644,Sales,15,3,Life Sciences,1,152,2,Female,32,3,4,Sales Representative,2,Single,3469,18319,9,Y,No,12,4,1,80,3,16,5,2,33,6,14,13
46,No,Travel_Rarely,593,Sales,21,3,Human Resources,1,153,2,Female,89,1,1,Sales Executive,4,Married,12937,16017,2,Y,Yes,23,3,3,80,2,1,1,3,24,3,13,13
34,No,Travel_Rarely,1146,Research & Development,24,2,Human Resources,1,154,4,Male,46,2,5,Healthcare Representative,2,Married,4264,21530,6,Y,No,23,3,4,80,2,3,6,2,1,7,6,9
24,No,Travel_Rarely,1359,Human Resources,28,1,Marketing,1,155,2,Female,61,1,5,Human Resources,3,Divorced,6343,4125,3,Y,Yes,19,3,3,80,1,33,5,1,4,12,0,10
30,No,Travel_Rarely,815,Sales,16,2,Technical Degree,1,156,2,Male,36,4,3,Sales Representative,2,Single,13290,19986,2,Y,Yes,11,3,3,80,0,0,3,4,13,2,0,3
19,No,Travel_Rarely,892,Research & Development,16,2,Technical Degree,1,157,3,Female,98,3,4,Manufacturing Director,2,Married,7839,11396,5,Y,No,25,3,4,80,3,22,5,4,30,4,5,14
21,No,Travel_Rarely,517,Research & Development,8,4,Life Sciences,1,158,4,Male,87,4,5,Research Scientist,3,Single,8763,6423,9,Y,No,18,4,2,80,0,5,0,1,39,7,7,3
27,No,Travel_Rarely,249,Sales,7,3,Technical Degree,1,159,2,Male,69,4,5,Sales Executive,1,Single,7949,19390,5,Y,No,16,3,4,80,2,15,5,2,5,1,6,15
56,No,Travel_Rarely,1071,Research & Development,6,1,Technical Degree,1,160,2,Male,77,1,5,Healthcare Representative,1,Single,11731,23721,9,Y,No,25,3,2,80,0,1,2,3,27,9,5,1
41,No,Travel_Rarely,130,Research & Development,2,3,Technical Degree,1,161,2,Female,80,1,5,Manufacturing Director,4,Married,4641,7416,4,Y,Yes,23,3,3,80,3,11,0,3,8,15,9,12
34,Yes,Travel_Frequently,1486,Research & Development,22,2,Medical,1,162,3,Male,86,4,1,Research Scientist,4,Single,17038,3149,5,Y,Yes,20,3,2,80,0,26,6,1,5,3,2,7
23,Yes,Non-Travel,409,Research & Development,13,1,Life Sciences,1,163,3,Male,66,2,2,Research Director,2,Single,1023,26108,2,Y,No,17,4,2,80,2,18,4,3,16,13,13,12
36,No,Travel_Rarely,263,Research & Development,12,1,Marketing,1,164,3,Male,84,3,3,Healthcare Representative,1,Divorced,12590,9201,9,Y,No,22,3,2,80,3,27,4,2,39,2,11,7
22,No,Travel_Frequently,970,Sales,15,1,Technical Degree,1,165,1,Male,70,2,1,Sales Executive,1,Single,15166,7764,4,Y,No,15,4,4,80,0,34,5,2,34,9,10,3
49,No,Travel_Rarely,953,Research & Development,27,1,Other,1,166,3,Female,49,2,3,Laboratory Technician,2,Divorced,12515,14475,8,Y,No,16,4,2,80,0,3,1,1,11,12,6,4
27,Yes,Travel_Rarely,162,Sales,9,4,Medical,1,167,2,Male,62,3,5,Sales Executive,3,Single,9217,15927,3,Y,No,16,3,4,80,3,6,2,2,17,4,5,5
26,No,Travel_Frequently,226,Sales,2,1,Technical Degree,1,168,3,Male,69,1,3,Sales Representative,1,Divorced,10980,20228,1,Y,No,23,3,1,80,2,36,1,4,33,16,7,9
44,No,Travel_Rarely,1196,Sales,17,2,Medical,1,169,3,Male,63,2,4,Sales Executive,4,Married,19342,9669,4,Y,No,19,3,1,80,3,24,0,1,0,16,3,2
30,No,Travel_Rarely,939,Research & Development,27,4,Life Sciences,1,170,4,Male,91,1,4,Research Scientist,2,Married,9281,13457,2,Y,No,20,3,3,80,2,16,1,2,14,10,8,12
36,No,Travel_Rarely,567,Research & Development,29,2,Other,1,171,2,Male,48,3,2,Research Scientist,3,Single,4088,24865,2,Y,Yes,23,3,3,80,0,13,6,1,17,17,14,8
38,No,Travel_Rarely,344,Sales,5,2,Other,1,172,3,Female,72,2,2,Sales Executive,4,Divorced,9136,5106,3,Y,No,14,3,4,80,3,36,0,3,21,16,0,16
41,No,Travel_Frequently,1346,Research & Development,11,3,Other,1,173,1,Male,98,1,3,Research Director,1,Married,10219,21906,3,Y,No,22,3,2,80,2,1,6,2,17,10,11,9
55,No,Travel_Frequently,574,Sales,22,1,Technical Degree,1,174,4,Male,92,1,1,Sales Executive,3,Single,16023,13848,4,Y,No,21,3,2,80,3,23,1,4,0,14,12,11
21,Yes,Travel_Rarely,1060,Research & Development,19,1,Medical,1,175,3,Male,39,2,1,Healthcare Representative,4,Single,16655,24941,6,Y,No,22,3,1,80,0,14,4,2,19,7,6,12
41,No,Travel_Rarely,634,Sales,24,2,Other,1,176,4,Male,42,3,5,Sales Representative,2,Divorced,19217,7232,3,Y,No,23,3,4,80,3,32,2,1,35,11,8,9
52,Yes,Non-Travel,595,Research & Development,7,1,Human Resources,1,177,4,Male,34,4,1,Research Director,3,Divorced,4873,24738,6,Y,No,15,3,2,80,0,11,1,1,37,16,9,16
20,No,Travel_Rarely,1000,Research & Development,2,4,Human Resources,1,178,1,Male,87,1,2,Healthcare Representative,3,Single,11670,23733,8,Y,No,14,3,2,80,0,18,5,2,24,4,13,4
21,No,Non-Travel,183,Human Resources,16,3,Medical,1,179,1,Male,88,3,1,Manager,2,Divorced,19906,18292,2,Y,No,11,3,4,80,0,4,6,4,15,3,0,7
54,No,Travel_Rarely,957,Sales,12,1,Technical Degree,1,180,1,Male,88,2,5,Sales Executive,1,Divorced,11331,6485,4,Y,No,20,3,3,80,2,0,0,4,19,10,9,4
57,Yes,Travel_Rarely,980,Sales,23,1,Technical Degree,1,181,2,Female,44,1,4,Sales Representative,1,Married,7719,14906,3,Y,No,16,3,4,80,2,8,6,4,37,7,2,14
52,No,Travel_Rarely,1024,Sales,15,4,Life Sciences,1,182,4,Female,30,1,1,Sales Executive,3,Divorced,9525,15506,8,Y,No,15,3,4,80,1,38,5,1,32,15,6,3
48,No,Travel_Rarely,113,Human Resources,1,3,Life Sciences,1,183,3,Female,67,1,1,Human Resources,3,Single,15395,26025,4,Y,No,14,3,2,80,2,33,2,2,6,15,8,12
42,No,Travel_Rarely,1388,Research & Development,25,4,Other,1,184,1,Male,82,3,2,Research Scientist,3,Divorced,14347,9416,9,Y,No,16,3,1,80,1,28,5,3,22,2,13,16
57,No,Travel_Rarely,550,Sales,13,2,Marketing,1,185,1,Female,81,1,3,Sales Representative,4,Single,16325,11903,1,Y,No,22,3,2,80,3,1,4,1,10,11,0,4
30,No,Travel_Rarely,1317,Research & Development,23,2,Life Sciences,1,186,4,Female,30,1,4,Research Scientist,3,Single,11212,7318,9,Y,No,15,3,2,80,0,18,6,4,32,12,5,0
21,Yes,Travel_Rarely,863,Research & Development,6,1,Technical Degree,1,187,4,Female,40,2,3,Laboratory Technician,1,Divorced,5897,10045,0,Y,Yes,13,3,2,80,2,27,4,2,39,0,10,14
31,No,Travel_Rarely,1239,Research & Development,13,3,Marketing,1,188,4,Male,87,1,5,Research Director,2,Divorced,12334,15931,6,Y,No,12,3,4,80,0,34,3,4,4,3,13,9
30,No,Travel_Rarely,127,Research & Development,18,2,Life Sciences,1,189,3,Male,69,3,5,Laboratory Technician,2,Divorced,10395,13485,0,Y,Yes,23,3,4,80,1,39,2,3,7,5,1,10
44,Yes,Travel_Rarely,609,Sales,3,4,Medical,1,190,2,Male,89,2,3,Sales Executive,2,Married,16654,14782,7,Y,No,16,3,2,80,2,21,1,4,16,4,4,12
23,No,Travel_Frequently,163,Sales,1,2,Human Resources,1,191,2,Male,73,4,2,Sales Representative,3,Married,7269,11881,8,Y,No,14,3,2,80,2,3,4,4,17,4,14,15
34,No,Travel_Rarely,330,Research & Development,15,2,Life Sciences,1,192,1,Male,35,2,2,Healthcare Representative,3,Divorced,12276,4083,6,Y,Yes,21,3,1,80,2,7,1,3,26,9,13,11
53,Yes,Non-Travel,708,Human Resources,26,4,Life Sciences,1,193,2,Female,57,1,2,Manager,2,Single,16428,4698,8,Y,Yes,25,3,3,80,2,0,6,2,30,17,6,13
57,No,Travel_Rarely,1160,Research & Development,13,1,Medical,1,194,3,Female,60,4,4,Research Scientist,4,Divorced,14095,20885,9,Y,No,23,3,2,80,0,35,1,1,3,1,13,1
52,Yes,Travel_Rarely,992,Sales,5,3,Technical Degree,1,195,2,Male,37,2,5,Sales Representative,4,Married,3913,2157,5,Y,No,20,3,4,80,2,6,6,2,1,15,6,9
34,No,Travel_Rarely,862,Sales,25,1,Other,1,196,3,Male,34,1,5,Sales Representative,4,Married,12501,14246,6,Y,No,13,3,3,80,1,24,0,3,4,14,9,3
58,No,Travel_Frequently,696,Research & Development,13,4,Medical,1,197,1,Male,83,2,5,Research Scientist,4,Divorced,2132,21290,2,Y,Yes,24,4,3,80,2,28,5,4,16,4,6,0
19,Yes,Travel_Rarely,1150,Research & Development,22,2,Other,1,198,4,Male,46,3,4,Healthcare Representative,1,Single,14439,13107,8,Y,No,18,3,1,80,1,0,1,2,38,8,11,16
30,No,Travel_Frequently,1157,Research & Development,5,3,Life Sciences,1,199,3,Male,67,1,5,Research Director,2,Single,16008,6121,2,Y,No,22,3,3,80,1,17,6,1,31,4,3,10
19,Yes,Travel_Frequently,1137,Research & Development,28,1,Technical Degree,1,200,4,Male,38,3,3,Research Director,1,Married,19663,17053,5,Y,No,19,3,2,80,0,3,3,3,28,4,11,6
45,No,Non-Travel,1444,Research & Development,19,4,Marketing,1,201,1,Male,43,1,1,Research Scientist,3,Married,9130,2195,3,Y,No,25,4,2,80,2,19,2,2,15,8,5,16
43,No,Travel_Rarely,102,Sales,21,2,Life Sciences,1,202,3,Female,55,3,4,Sales Executive,4,Married,19651,13584,8,Y,No,17,3,4,80,1,7,2,1,0,8,10,16
39,No,Travel_Rarely,1261,Sales,24,2,Medical,1,203,3,Male,91,4,1,Sales Executive,4,Single,4655,18150,0,Y,Yes,12,4,2,80,2,26,0,3,11,1,9,8
20,No,Travel_Rarely,1321,Research & Development,28,1,Marketing,1,204,2,Male,54,3,3,Manufacturing Director,2,Married,14182,5229,8,Y,No,18,3,2,80,0,38,3,1,18,6,5,9
52,No,Travel_Rarely,234,Research & Development,18,4,Human Resources,1,205,3,Male,65,2,2,Healthcare Representative,4,Married,8034,19658,3,Y,No,21,3,1,80,0,34,5,3,8,0,6,5
29,No,Travel_Rarely,187,Sales,21,2,Marketing,1,206,1,Male,62,1,2,Sales Executive,2,Single,13558,7603,9,Y,No,23,3,3,80,2,24,3,4,6,1,8,16
41,Yes,Travel_Rarely,1449,Sales,22,2,Medical,1,207,4,Male,32,2,2,Sales Executive,3,Married,15862,26008,4,Y,Yes,23,3,1,80,1,13,6,2,29,11,5,15
22,No,Travel_Rarely,1305,Research & Development,10,3,Marketing,1,208,3,Female,40,3,4,Laboratory Technician,4,Married,18664,4822,0,Y,No,21,4,3,80,3,39,2,1,14,5,11,6
37,No,Travel_Rarely,617,Sales,24,2,Medical,1,209,1,Male,87,1,2,Sales Representative,4,Divorced,9998,9725,0,Y,Yes,15,3,1,80,3,30,3,3,3,15,9,3
56,No,Non-Travel,276,Sales,8,1,Life Sciences,1,210,1,Male,93,3,4,Sales Executive,1,Married,12335,12978,5,Y,No,25,3,4,80,0,4,5,1,5,3,0,16
56,No,Travel_Rarely,864,Research & Development,15,4,Technical Degree,1,211,3,Female,47,4,4,Laboratory Technician,2,Divorced,4472,18882,9,Y,No,25,3,1,80,1,16,4,1,37,17,7,8
30,No,Travel_Rarely,1146,Research & Development,21,4,Human Resources,1,212,2,Male,76,4,1,Research Scientist,2,Married,15397,4967,0,Y,No,25,3,1,80,3,9,1,2,34,4,1,10
58,No,Travel_Rarely,1098,Research & Development,25,3,Technical Degree,1,213,3,Male,73,4,2,Research Director,4,Married,15084,17585,1,Y,Yes,21,3,4,80,1,15,6,4,1,17,2,0
29,No,Travel_Rarely,1230,Sales,20,4,Technical Degree,1,214,3,Male,88,3,5,Sales Executive,1,Divorced,11556,5362,2,Y,Yes,20,3,2,80,2,3,1,1,4,5,11,6
30,No,Travel_Frequently,679,Research & Development,28,1,Technical Degree,1,215,2,Female,79,3,2,Laboratory Technician,4,Married,5950,21172,6,Y,No,17,3,2,80,0,4,2,3,7,13,4,4
27,No,Travel_Rarely,150,Sales,25,2,Medical,1,216,1,Male,98,4,2,Sales Executive,2,Divorced,17019,12368,1,Y,Yes,15,3,4,80,2,19,2,3,29,16,5,4
50,No,Travel_Rarely,629,Sales,27,3,Medical,1,217,3,Male,58,3,2,Sales Representative,2,Married,1906,20945,4,Y,Yes,12,3,4,80,2,5,5,4,18,17,6,0
57,No,Travel_Rarely,246,Research & Development,23,4,Human Resources,1,218,2,Female,96,2,5,Healthcare Representative,4,Divorced,9253,17852,8,Y,No,22,3,1,80,2,10,3,3,29,9,11,5
33,No,Travel_Rarely,1465,Research & Development,22,3,Medical,1,219,4,Male,31,3,5,Research Scientist,3,Divorced,1614,22793,9,Y,No,22,3,4,80,1,16,5,4,30,17,3,12
52,No,Travel_Rarely,863,Research & Development,4,3,Other,1,220,4,Male,54,2,4,Research Scientist,4,Married,4686,20399,7,Y,No,22,3,4,80,3,2,0,3,15,3,2,14
20,No,Travel_Rarely,1479,Research & Development,2,4,Medical,1,221,2,Male,48,4,5,Research Director,1,Married,5556,6053,7,Y,No,14,3,3,80,2,15,2,2,37,14,8,3
22,No,Travel_Rarely,1200,Research & Development,24,3,Medical,1,222,1,Female,69,3,4,Healthcare Representative,2,Divorced,9661,25318,1,Y,Yes,23,3,3,80,0,35,6,1,21,5,3,16
43,No,Travel_Rarely,1030,Sales,6,4,Medical,1,223,2,Female,31,4,1,Sales Executive,2,Single,18167,15988,0,Y,No,21,4,2,80,1,25,6,2,32,5,8,12
28,No,Non-Travel,895,Research & Development,28,1,Life Sciences,1,224,1,Female,94,1,4,Healthcare Representative,4,Married,6265,6942,8,Y,No,15,3,4,80,3,23,2,1,21,2,8,10
24,No,Travel_Rarely,420,Sales,3,4,Human Resources,1,225,4,Female,91,3,2,Sales Executive,3,Married,17342,26101,9,Y,No,16,3,1,80,2,33,2,1,7,8,10,3
27,No,Travel_Rarely,1212,Sales,7,2,Other,1,226,3,Female,83,3,3,Sales Representative,2,Single,15739,21846,3,Y,No,15,3,2,80,0,19,5,1,36,10,11,6
59,No,Travel_Rarely,799,Human Resources,10,4,Medical,1,227,2,Female,74,4,3,Human Resources,4,Single,6165,13271,8,Y,No,20,3,2,80,2,16,6,2,11,4,13,6
51,No,Travel_Rarely,948,Research & Development,23,2,Human Resources,1,228,4,Female,78,4,2,Manufacturing Director,3,Divorced,6782,17784,6,Y,No,21,3,2,80,3,19,5,1,4,13,2,13
20,No,Travel_Rarely,884,Research & Development,6,3,Marketing,1,229,3,Male,98,4,4,Manufacturing Director,4,Married,11895,26350,5,Y,No,25,3,4,80,3,15,3,2,24,1,2,15
25,No,Travel_Rarely,143,Research & Development,16,4,Life Sciences,1,230,4,Male,67,1,2,Healthcare Representative,4,Divorced,16939,2773,9,Y,No,11,3,4,80,2,3,4,4,28,7,12,8
48,No,Travel_Rarely,1218,Research & Development,2,2,Medical,1,231,2,Male,33,1,5,Laboratory Technician,4,Married,4527,25984,8,Y,No,11,3,1,80,2,17,2,3,12,12,13,1
28,No,Non-Travel,630,Research & Development,24,4,Other,1,232,2,Male,46,4,4,Laboratory Technician,2,Single,7784,19225,9,Y,No,25,3,1,80,1,35,4,3,25,4,10,15
24,No,Travel_Frequently,1390,Research & Development,17,4,Life Sciences,1,233,3,Female,82,3,2,Healthcare Representative,3,Divorced,6387,19799,3,Y,No,13,3,2,80,3,34,5,1,21,14,12,4
19,No,Travel_Rarely,393,Research & Development,13,4,Other,1,234,2,Male,82,3,5,Laboratory Technician,1,Married,14643,26405,0,Y,No,19,3,4,80,3,29,3,2,28,3,7,11
23,No,Travel_Rarely,1070,Sales,1,1,Life Sciences,1,235,4,Male,60,4,5,Sales Executive,1,Married,7682,22226,4,Y,Yes,21,3,1,80,2,17,5,3,11,3,0,14
58,Yes,Travel_Rarely,198,Research & Development,6,2,Marketing,1,236,3,Male,51,2,4,Manufacturing Director,2,Single,7453,18036,5,Y,No,12,4,3,80,0,20,0,2,27,17,5,2
49,No,Travel_Rarely,1220,Sales,5,1,Human Resources,1,237,3,Female,40,1,1,Sales Representative,2,Single,15185,24340,5,Y,No,20,3,3,80,2,31,6,2,8,8,5,8
37,Yes,Travel_Frequently,1451,Sales,25,1,Life Sciences,1,238,4,Female,63,1,1,Sales Representative,4,Married,10388,14436,0,Y,No,15,3,2,80,2,4,1,1,9,14,8,6
51,No,Non-Travel,175,Research & Development,13,2,Technical Degree,1,239,1,Male,44,2,5,Manufacturing Director,4,Single,4736,6883,6,Y,No,19,3,3,80,3,22,1,3,25,11,1,3
33,No,Travel_Frequently,1461,Sales,28,4,Marketing,1,240,3,Male,39,4,1,Sales Executive,3,Single,15234,2627,7,Y,No,17,3,2,80,1,29,5,1,35,3,13,8
42,No,Travel_Rarely,1193,Human Resources,23,1,Technical Degree,1,241,1,Male,82,3,5,Manager,4,Divorced,19382,20296,4,Y,No,21,3,4,80,2,26,1,1,39,2,7,14
29,No,Travel_Rarely,859,Human Resources,18,1,Marketing,1,242,4,Male,77,3,1,Human Resources,3,Married,16477,17628,1,Y,Yes,18,4,2,80,0,14,1,3,10,4,6,6
24,No,Travel_Rarely,1202,Human Resources,29,1,Technical Degree,1,243,4,Male,60,1,5,Manager,4,Divorced,5354,20819,1,Y,Yes,12,4,2,80,0,13,3,3,5,16,1,10
56,No,Travel_Frequently,309,Research & Development,12,4,Technical Degree,1,244,3,Female,66,2,5,Laboratory Technician,4,Single,9183,8788,4,Y,Yes,15,3,4,80,2,20,1,4,3,4,0,10
34,No,Non-Travel,1346,Sales,7,1,Other,1,245,2,Male,57,3,5,Sales Representative,1,Married,14061,7100,6,Y,No,19,4,1,80,0,33,3,4,26,3,3,0
28,No,Travel_Rarely,1387,Human Resources,15,3,Life Sciences,1,246,3,Male,60,1,5,Manager,2,Single,8055,6639,6,Y,Yes,11,3,1,80,0,25,0,2,23,6,1,12
23,No,Travel_Frequently,511,Research & Development,3,2,Life Sciences,1,247,2,Male,99,3,3,Laboratory Technician,3,Single,5195,11754,3,Y,No,11,3,1,80,2,24,2,3,4,6,2,12
40,No,Travel_Rarely,432,Human Resources,16,3,Marketing,1,248,1,Male,43,3,1,Manager,1,Married,17731,25705,2,Y,No,20,3,1,80,0,30,2,4,2,6,13,1
44,No,Non-Travel,445,Human Resources,1,4,Human Resources,1,249,2,Male,45,3,5,Manager,4,Single,10862,7001,8,Y,No,18,3,2,80,0,5,2,2,6,16,14,16
23,No,Travel_Rarely,1090,Research & Development,27,1,Other,1,250,3,Male,54,1,2,Manufacturing Director,1,Divorced,6977,26456,6,Y,No,12,3,1,80,2,3,6,2,23,14,1,14
55,Yes,Travel_Rarely,872,Sales,16,2,Life Sciences,1,251,2,Male,68,2,4,Sales Executive,3,Married,13465,6579,1,Y,Yes,19,4,3,80,3,23,3,2,21,6,13,9
19,No,Travel_Rarely,175,Research & Development,24,1,Life Sciences,1,252,4,Female,95,4,2,Research Director,2,Single,16507,3329,0,Y,No,20,3,3,80,1,30,3,4,11,14,8,9
39,No,Travel_Rarely,355,Research & Development,12,4,Other,1,253,1,Male,67,2,2,Research Director,1,Single,8693,13000,1,Y,No,19,3,1,80,1,18,3,3,34,3,3,8
37,No,Travel_Rarely,1060,Sales,19,2,Medical,1,254,4,Male,70,3,3,Sales Representative,3,Single,16552,11994,2,Y,No,14,3,3,80,3,10,0,1,16,1,0,10
42,Yes,Travel_Rarely,921,Sales,27,3,Other,1,255,4,Male,69,2,1,Sales Representative,4,Married,9370,17988,4,Y,No,12,3,3,80,2,28,4,2,2,12,7,5
32,No,Travel_Rarely,1087,Research & Development,8,2,Life Sciences,1,256,4,Female,93,3,3,Research Scientist,1,Divorced,7514,26133,2,Y,No,13,4,4,80,3,4,3,4,10,11,3,1
46,No,Travel_Rarely,433,Human Resources,23,1,Human Resources,1,257,4,Male,45,1,1,Human Resources,2,Single,7396,3239,9,Y,No,20,3,4,80,1,17,3,4,5,9,13,9
25,No,Travel_Rarely,1470,Research & Development,12,2,Medical,1,258,2,Female,88,1,5,Laboratory Technician,3,Single,12300,25898,8,Y,No,11,3,1,80,1,2,2,1,35,14,9,14
54,No,Travel_Rarely,848,Research & Development,15,4,Technical Degree,1,259,4,Female,40,1,3,Manufacturing Director,2,Single,13815,16570,9,Y,No,13,4,2,80,1,39,5,1,16,16,10,4
50,No,Travel_Rarely,937,Sales,2,4,Other,1,260,2,Male,30,3,4,Sales Representative,4,Married,3619,3569,3,Y,No,15,3,2,80,1,10,6,4,21,5,10,6
39,No,Travel_Rarely,556,Research & Development,29,2,Technical Degree,1,261,4,Female,42,2,1,Manufacturing Director,2,Single,3482,21399,6,Y,Yes,13,3,4,80,2,20,1,3,0,4,7,2
22,No,Travel_Rarely,1240,Human Resources,17,4,Medical,1,262,3,Female,59,4,3,Manager,4,Single,3697,12141,3,Y,No,13,3,4,80,1,29,1,1,2,12,7,15
56,No,Travel_Rarely,414,Sales,7,4,Medical,1,263,4,Male,98,4,4,Sales Representative,4,Single,5813,14250,2,Y,Yes,20,3,2,80,1,18,0,4,15,13,8,16
35,No,Travel_Rarely,1119,Research & Development,13,4,Medical,1,264,3,Female,47,1,2,Healthcare Representative,1,Married,2299,24157,9,Y,No,16,3,1,80,2,24,1,1,34,13,13,1
55,No,Travel_Rarely,329,Research & Development,1,3,Marketing,1,265,2,Male,42,4,5,Research Director,4,Divorced,11236,17770,0,Y,No,13,3,2,80,3,34,4,3,13,14,11,15
54,Yes,Travel_Rarely,935,Research & Development,6,1,Other,1,266,1,Male,61,3,5,Research Scientist,2,Married,19081,26174,8,Y,Yes,13,3,2,80,2,11,2,2,6,15,9,0
47,No,Non-Travel,959,Research & Development,13,4,Human Resources,1,267,2,Female,79,2,2,Research Director,1,Divorced,7520,23893,0,Y,No,25,3,3,80,1,25,0,1,25,9,6,13
48,Yes,Non-Travel,1370,Research & Development,11,2,Human Resources,1,268,1,Female,60,4,3,Research Scientist,4,Divorced,9206,23416,0,Y,No,19,3,2,80,0,4,1,3,30,0,3,15
27,No,Travel_Rarely,919,Research & Development,10,4,Technical Degree,1,269,1,Female,80,4,2,Healthcare Representative,3,Married,9723,3698,0,Y,No,12,3,4,80,2,18,1,4,23,10,11,8
32,Yes,Travel_Rarely,1119,Sales,16,3,Technical Degree,1,270,4,Male,56,2,4,Sales Representative,3,Single,7681,17026,4,Y,No,11,3,1,80,2,26,5,1,18,6,11,16
59,Yes,Travel_Frequently,629,Research & Development,27,2,Technical Degree,1,271,1,Male,89,4,1,Research Scientist,4,Divorced,17458,15687,6,Y,No,20,4,2,80,3,37,2,1,36,16,13,7
35,No,Travel_Rarely,1051,Research & Development,26,1,Other,1,272,2,Male,62,2,3,Laboratory Technician,1,Single,3990,13565,6,Y,Yes,18,3,3,80,1,28,0,4,0,3,1,8
40,No,Travel_Rarely,528,Research & Development,24,2,Life Sciences,1,273,4,Male,82,3,1,Research Director,1,Divorced,13794,7141,9,Y,No,23,3,4,80,0,11,2,2,24,6,5,1
50,No,Travel_Rarely,143,Human Resources,23,2,Technical Degree,1,274,1,Male,62,3,2,Manager,1,Single,15675,12290,0,Y,Yes,24,3,4,80,2,18,0,4,9,2,14,12
33,No,Travel_Rarely,566,Research & Development,20,2,Medical,1,275,2,Male,70,3,5,Research Director,2,Single,3824,10269,5,Y,No,13,3,3,80,2,8,6,1,17,13,3,0
55,Yes,Travel_Rarely,379,Research & Development,17,2,Technical Degree,1,276,1,Male,48,1,1,Manufacturing Director,3,Married,6105,26097,8,Y,Yes,17,3,4,80,2,17,6,4,0,17,14,6
52,No,Travel_Rarely,937,Research & Development,17,4,Medical,1,277,1,Male,70,3,1,Manufacturing Director,4,Single,14959,24595,5,Y,No,12,4,3,80,0,28,1,3,28,17,14,4
51,No,Travel_Rarely,120,Research & Development,4,1,Marketing,1,278,4,Male,71,4,5,Healthcare Representative,4,Divorced,19410,26407,3,Y,No,21,3,4,80,2,2,2,4,12,0,5,6
45,No,Travel_Rarely,167,Research & Development,5,4,Life Sciences,1,279,4,Female,52,1,1,Healthcare Representative,3,Single,7682,17077,9,Y,Yes,21,3,4,80,2,22,2,1,3,5,7,11
19,No,Travel_Rarely,268,Research & Development,28,3,Life Sciences,1,280,2,Female,62,1,1,Manufacturing Director,2,Single,2751,3930,8,Y,No,22,3,4,80,0,29,4,4,11,8,2,16
47,No,Non-Travel,1121,Research & Development,23,3,Other,1,281,4,Male,49,1,5,Research Director,1,Single,6729,24382,2,Y,No,18,3,4,80,2,23,6,2,18,1,0,4
30,No,Travel_Rarely,504,Sales,14,2,Other,1,282,4,Female,54,3,5,Sales Executive,3,Divorced,4518,16086,9,Y,No,19,3,3,80,0,36,5,4,25,7,4,11
58,No,Travel_Rarely,510,Research & Development,20,4,Human Resources,1,283,3,Female,81,1,2,Research Scientist,4,Divorced,13282,8570,3,Y,No,18,3,2,80,3,36,2,2,37,3,11,12
